provider_name,npi,specialty,subspecialty,clinical_focus_terms
"BUSTROS, THOMAS N.",1144409269,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"ABDULLAH, JAVED",1184801367,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ABOUFARES, ALI FARES",1508837287,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"AKKAD, ISAAC ELIE",1992190813,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ALHADDAD, BASEL",1487741120,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ALI, IBRAHIM MOHAMMED",1821476060,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"AMSALEM, YORAM",1679702625,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ARGILLA, MICHAEL",1336133743,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ARKONAC, BURAK MEHMET",1518918838,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ARMAN, HUSEYIN EMRE",1699395962,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"ARRIETA, JUAN CARLOS",1306377437,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"STERN, DAVID LEE",1487979837,Cardiology,Cardiology,"[""coronary artery disease"",""atrial fibrillation"",""heart failure"",""valve disorders"",""Preventive Cardiology"",""Sports Cardiology""]"
"ATTUBATO, MICHAEL",1619963915,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"AVADHANI, SRIYA ANNAPURNA",1821436502,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"BALI, ATUL DEEP",1760910335,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"BANDISODE, VARSHA M",1184732042,Cardiology,Cardiology - Interventional,"[""ventricular septal defect"",""atrial septal defect"",""adult congenital heart disease"",""Eisenmenger ventricular septal defect"",""Total anomalous pulmonary venous return"",""Heterotaxy Syndrome"",""Pulmonary Stenosis"",""atrioventricular septal defect"",""Left ventricular outflow tract abnormality"",""Right ventricular outflow tract abnormality"",""Subaortic stenosis"",""congenital atresia of pulmonary valve"",""Vascular ring"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Bicuspid aortic valve"",""truncus arteriosus"",""transposition of great vessels"",""tetralogy of fallot"",""Pulmonary Valve Stenosis"",""Ebstein Anomaly"",""Patent ductus arteriosus"",""Double Outlet Right Ventricle"",""aortic valve stenosis"",""aortic coarctation""]"
"CHAN, JACQUELINE",1992931299,Cardiology,Cardiology - Nuclear,"[""Peripheral Arterial Diseases"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""Carotid artery stent"",""Heart valvuloplasty"",""Interrupted aortic arch"",""Ebstein Anomaly"",""wound care"",""women's health services"",""heart disease in women"",""varicose ulcer"",""vascular ultrasound procedure"",""venous insufficiency"",""heart valve disease"",""tricuspid valve disorder"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""trasradial coronary artery andiography"",""thymectomy"",""aortic aneurysm, thoracoabdominal"",""structural disorder of heart"",""carotid stenosis"",""mesenteric vascular insufficiency"",""renal vascular disorder"",""cardiac disease in pregnancy"",""foramen ovale, patent"",""cardiac valve leak"",""pancoast tumor"",""nuclear stress test"",""nuclear cardiology"",""mitral"",""occlusive mesenteric ischemia"",""celiac artery compression syndrome"",""left ventricular assist device (physical object)"",""limb salvage"",""left atrial appendage occlusion"",""peripheral vascular disease"",""laparoscopic heller myotomy"",""intrathoracic biopsies and pleural surgery"",""heart valve replacement"",""heart transplant"",""primary prevention of ischemic heart disease"",""heart diseases"",""arterial occlusive disease, progressive, with hypertension, heart defects, bone fragility, and brachysyndactyly"",""myocardial infarction"",""ventricular fibrillation"",""ventricular arrhythmia"",""vascular anomaly"",""thrombosis"",""mitral valve disorders nos (disorder)"",""mesenteric ischemia"",""hypertrophic cardiomyopathy"",""hemangioma"",""endocardial cushion defects"",""coronary artery anomaly nos (disorder)"",""coronary aneurysm"",""cor triatriatum"",""cardiovascular imaging"",""bradycardia"",""atrioventricular septal defect"",""arteriovenous fistula"",""arteriosclerosis"",""arterial occlusive diseases"",""aortopulmonary septal defect"",""aortic coarctation"",""aortic aneurysm, thoracic"",""aneurysm of splenic artery"",""aneurysm of renal artery"",""aneurysm of hepatic artery"",""aneurysm of aortic arch"",""family history of heart issues"",""exercise stress test"",""esophagectomy"",""endocarditis"",""hypertriglyceridemia"",""echocardiography"",""electrocardiography"",""dural arteriovenous fistula"",""deep vein thrombosis"",""coronary arteriosclerosis"",""heart failure"",""coronary artery disease"",""congestive heart failure"",""computed tomographic reconstruction"",""cardiovascular evaluation"",""cerebrovascular disorders"",""carotid ultrasound doppler"",""duplex scan of both carotid arteries"",""duplex scan of one carotid artery"",""carotid artery diseases"",""cardiovascular diseases"",""cardiomyopathy"",""mri for cardiac morphology and function"",""cardiac imaging technique"",""cardiac ct"",""cabg"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""congenital arteriovenous malformation"",""cardiac arrhythmia"",""takotsubo cardiomyopathy"",""aortic valve replacement"",""aortic valve disorder"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""arterial stent"",""stent, renal"",""angina"",""aneurysm"",""congenital heart disease"",""congenital heart defects"",""surgical ablation""]"
"PERLMUTTER, ROBERT A.",1235155508,Cardiology,Cardiology - Nuclear,"[""Peripheral Arterial Diseases"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""Carotid artery stent"",""Heart valvuloplasty"",""Interrupted aortic arch"",""Ebstein Anomaly"",""wound care"",""women's health services"",""heart disease in women"",""varicose ulcer"",""vascular ultrasound procedure"",""venous insufficiency"",""heart valve disease"",""tricuspid valve disorder"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""trasradial coronary artery andiography"",""thymectomy"",""aortic aneurysm, thoracoabdominal"",""structural disorder of heart"",""carotid stenosis"",""mesenteric vascular insufficiency"",""renal vascular disorder"",""cardiac disease in pregnancy"",""foramen ovale, patent"",""cardiac valve leak"",""pancoast tumor"",""nuclear stress test"",""nuclear cardiology"",""mitral"",""occlusive mesenteric ischemia"",""celiac artery compression syndrome"",""left ventricular assist device (physical object)"",""limb salvage"",""left atrial appendage occlusion"",""peripheral vascular disease"",""laparoscopic heller myotomy"",""intrathoracic biopsies and pleural surgery"",""heart valve replacement"",""heart transplant"",""primary prevention of ischemic heart disease"",""heart diseases"",""arterial occlusive disease, progressive, with hypertension, heart defects, bone fragility, and brachysyndactyly"",""myocardial infarction"",""ventricular fibrillation"",""ventricular arrhythmia"",""vascular anomaly"",""thrombosis"",""mitral valve disorders nos (disorder)"",""mesenteric ischemia"",""hypertrophic cardiomyopathy"",""hemangioma"",""endocardial cushion defects"",""coronary artery anomaly nos (disorder)"",""coronary aneurysm"",""cor triatriatum"",""cardiovascular imaging"",""bradycardia"",""atrioventricular septal defect"",""arteriovenous fistula"",""arteriosclerosis"",""arterial occlusive diseases"",""aortopulmonary septal defect"",""aortic coarctation"",""aortic aneurysm, thoracic"",""aneurysm of splenic artery"",""aneurysm of renal artery"",""aneurysm of hepatic artery"",""aneurysm of aortic arch"",""family history of heart issues"",""exercise stress test"",""esophagectomy"",""endocarditis"",""hypertriglyceridemia"",""echocardiography"",""electrocardiography"",""dural arteriovenous fistula"",""deep vein thrombosis"",""coronary arteriosclerosis"",""heart failure"",""coronary artery disease"",""congestive heart failure"",""computed tomographic reconstruction"",""cardiovascular evaluation"",""cerebrovascular disorders"",""carotid ultrasound doppler"",""duplex scan of both carotid arteries"",""duplex scan of one carotid artery"",""carotid artery diseases"",""cardiovascular diseases"",""cardiomyopathy"",""mri for cardiac morphology and function"",""cardiac imaging technique"",""cardiac ct"",""cabg"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""congenital arteriovenous malformation"",""cardiac arrhythmia"",""takotsubo cardiomyopathy"",""aortic valve replacement"",""aortic valve disorder"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""arterial stent"",""stent, renal"",""angina"",""aneurysm"",""congenital heart disease"",""congenital heart defects"",""surgical ablation""]"
"COPELAND-HALPERIN, ROBERT SHOER",1013259894,Cardiology,Cardiology - Oncology,"[""Cardiac Oncologist""]"
"KLIGER, CHAD ALAN",1003824954,Cardiology,Cardiology - Structural,"[""Prosthetic heart valve management"",""Structural Cardiologist""]"
"PATEL, APURVA RANCHHODBHAI",1821355074,Cardiology,Cardiology - Structural,"[""Prosthetic heart valve management"",""Structural Cardiologist""]"
"RUTKIN, BRUCE JARED",1245439371,Cardiology,Cardiology - Structural,"[""Prosthetic heart valve management"",""Structural Cardiologist""]"
"COROMILAS, ELLIE",1558756940,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"GALMER, ANDREW MICHAEL",1780826685,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"JACOBSON, JEREMY DANIEL",1992048474,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"LAU, JOE FOON",1013175173,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"NARINE, FEYAZ AHMAD AZEEM",1437432440,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"PARK, BYUNG JOON",1730615121,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"VOZZOLO, JOSEPH",1023314895,Cardiology,Cardiology - Vascular Medicine,"[""Coronary artery calcification"",""Hypertriglyceridemia"",""Elevated lipoprotein(a)"",""Vascular ultrasound"",""Thromboangiitis Obliterans"",""raynaud disease"",""blood clot"",""peripheral vascular disease"",""Vascular Cardiologist"",""Vascular compression therapy"",""May-Thurner Syndrome"",""duplex scan of one carotid artery"",""duplex scan of both carotid arteries"",""Peripheral Arterial Diseases"",""Claudication (finding)"",""Chronic venous insufficiency"",""Chronic Limb-Threatening Ischemia"",""Ultrasonography, Carotid Arteries"",""carotid ultrasound doppler"",""Peripheral pulmonary artery disease"",""Renal vascular disorder"",""Aneurysm of femoral artery"",""deep vein thrombosis"",""varicosity"",""thrombosis"",""Subclavian Steal Syndrome"",""renal artery stenosis"",""pulmonary embolism"",""carotid stenosis"",""carotid artery diseases"",""Arteritis"",""arteriosclerosis"",""arterial occlusive diseases"",""Anticoagulation Therapy""]"
"GRAYVER, EVELINA",1164684270,Cardiology,Cardiology - Women's Heart,"[""Women's Cardiovascular Care"",""women's heart""]"
"ADDONIZIO, LINDA",1639143779,Cardiology,Pediatric - Cardiology,"[""ventricular septal defect"",""atrial septal defect"",""Cardiac radiofrequency ablation"",""Total anomalous pulmonary venous return"",""Fetal cardiomyopathy"",""Pulmonary Stenosis"",""electrocardiography"",""Congenital cardiomyopathy"",""atrioventricular septal defect"",""ATRIOVENTRICULAR CANAL DEFECT"",""bradycardia"",""Acute heart failure"",""tricuspid atresia"",""congenital atresia of pulmonary valve"",""Hypoplastic Left Heart Syndrome"",""Congenital heart block"",""essential hypertension"",""wolff-parkinson-white syndrome"",""truncus arteriosus"",""tetralogy of fallot"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Rheumatic Heart Disease"",""rheumatic fever"",""Pulmonary Edema"",""pericarditis"",""myocarditis"",""myocardial infarction"",""Mucocutaneous Lymph Node Syndrome"",""pulmonary hypertension"",""congestive heart failure"",""congenital heart defects"",""foramen ovale, patent"",""Bacterial Endocarditis"",""echocardiography"",""Patent ductus arteriosus"",""DiGeorge Syndrome"",""Dextrocardia"",""aortic coarctation"",""Angiocardiography""]"
